Time                 p[297735]      p[297738]      p[297740]      p[297743]      p[298073]      p[312768]      p[313164]      p[313898]
8.340000e-01       3176.785610    3485.181325    3570.522825    1566.342727       0.000000       0.000000       0.000000       0.000000
8.346000e-01       3161.590928    3331.027319    3482.795675    1635.930625       0.000000       0.000000       0.000000       0.000000
8.352000e-01       3164.065217    3366.598104    3570.220869    1743.668784       0.000000       0.000000       0.000000       0.000000
8.358000e-01       3106.939431    3052.731866    3268.015862    1167.962032       0.000000       0.000000       0.000000       0.000000
8.364000e-01       3212.750058    3207.707423    3420.839033    1400.404665       0.000000       0.000000       0.000000       0.000000
8.370000e-01       3495.107870    3532.090080    3729.376681    1770.744790       0.000000       0.000000       0.000000       0.000000
8.376000e-01       3147.703160    3026.983177    3106.174762    1576.250407       0.000000       0.000000       0.000000       0.000000
8.382000e-01       2989.108558    3502.440162    3907.125127    2734.706950       0.000000       0.000000       0.000000       0.000000
8.388000e-01       2793.779250    2983.104465    3097.781383    1849.137167       0.000000       0.000000       0.000000       0.000000
8.394000e-01       2787.249717    2860.268126    3023.273141    2075.800862       0.000000       0.000000       0.000000       0.000000
8.400000e-01       2890.411295    2740.921660    2605.047426    2067.852995       0.000000       0.000000       0.000000       0.000000
8.406000e-01       3128.488409    3116.093303    3205.175597    2550.915054       0.000000       0.000000       0.000000       0.000000
8.412000e-01       3228.188848    3088.736682    3194.291317    2582.074723       0.000000       0.000000       0.000000       0.000000
8.418000e-01       3209.697919    3034.304547    3138.155577    2625.747561       0.000000       0.000000       0.000000       0.000000
8.424000e-01       3181.584400    2971.492397    3143.527993    2653.147862       0.000000       0.000000       0.000000       0.000000
8.430000e-01       3043.028552    2913.130158    3221.851752    2948.164876       0.000000       0.000000       0.000000       0.000000
8.436000e-01       3287.392787    2970.789321    3168.107342    2131.497158       0.000000       0.000000       0.000000       0.000000
8.442000e-01       3224.533149    2772.874818    2924.795109    2033.948139       0.000000       0.000000       0.000000       0.000000
8.448000e-01       3165.310523    2546.785006    2885.873839    2247.099128       0.000000       0.000000       0.000000       0.000000
8.454000e-01       3399.219589    2820.072927    3153.460471    2341.259026       0.000000       0.000000       0.000000       0.000000
8.460000e-01       3307.486580    2735.739161    3171.256009    2431.851770       0.000000       0.000000       0.000000       0.000000
8.466000e-01       3222.669961    2652.980315    3145.779843    2344.255208       0.000000       0.000000       0.000000       0.000000
8.472000e-01       3149.478014    2574.647347    3157.370290    2152.213117       0.000000       0.000000       0.000000       0.000000
8.478000e-01       3153.024699    2584.910991    3214.297572    2124.201563       0.000000       0.000000       0.000000       0.000000
8.484000e-01       3544.447661    3015.235883    3733.703123    2368.005491       0.000000       0.000000       0.000000       0.000000
